603, Africa , Senegal                                                     ,,
704, Europe , Serbia                                                      ,,
353, Water & Waste Management , Sewage, Water,
357, Crafts , Sewing                                                      ,,
604, Africa , Seychelles                                                  ,,,
193, Manufacturing , Shipping, Manufacturing ,Engineering,Marine
533, Sport , Shooting, Sport ,Hunting                                           ,
260, Retailing & Wholesaling , Shop Fitting                               ,Retailing,,
774, Culture , Shopping ,Consumer ,Advice,
534, Sport , Show Jumping                                                 , Sport ,,
605, Africa , Sierra Leone                                                ,,,
261, Retailing & Wholesaling , Signs                                      ,Retailing,,
797, Religion , Sikh                                                      , Religion ,,
652, Asia , Singapore                                                     ,,,
535, Sport , Skateboarding                                                , Sport ,,
536, Sport , Skiing                                                       , Sport ,,
412, Health , Slimming                                                    , Health ,,
705, Europe , Slovakia                                                    ,,,
706, Europe , Slovenia                                                    ,,,
537, Sport , Snooker                             , Sport ,Billiards              ,
538, Sport , Snowboarding                                                 , Sport ,,,
130, Government & State , Social Housing                                  ,Government,,,
131, Government & State , Social Services                                 ,Government,,,
303, Social Sciences , Social Services                                    ,,,,
304, Social Sciences , Sociology                                          ,,,,
35, Computing , Software                                                 , Computing ,,,
734, Oceania , Solomon Islands                                            ,,,,
606, Africa , Somalia                                                     ,,,,
6, Audio Visual Equipment , Sound                                       ,, Audio,Visual ,Equipment
607, Africa , South Africa                                                ,,,,
653, Asia , South Korea                                                   ,,,,
707, Europe , Spain                                                       ,,,,
817, Culture , Spanish                                                    ,,,,
87, Education , Special Needs, Education ,,,
289, Science , Spectroscopy                                               , Science ,,,
877, Medicine , Speech Therapy                                            , Medicine ,,,
886, Culture , Spirituality                                                ,
206, Marketing , Sponsorship                                              ,
309, Sport , Sport ,
539, Sport , Squash                                                       , Sport
654, Asia , Sri Lanka                                                     ,
424, Hobbies , Stamp Collecting,
430, Hobbies , Steam Engines                 ,Railways
608, Africa , Sudan                                                       ,
312, Supply Chain Management , Suppy Chain,Management
194, Manufacturing , Surface Coatings                                     , Manufacturing
223, Medicine , Surgery                                                   , Medicine
761, The Americas , Suriname                                              ,
51, Construction , Surveying                                             , Construction
609, Africa , Swaziland                                                   ,
708, Europe , Sweden                                                      ,
540, Sport , Swimming                                                     , Sport
709, Europe , Switzerland                                                 ,
655, Asia , Syria                                                         ,
541, Sport , Table Tennis                                                 , Sport
263, Retailing & Wholesaling , Tableware                                  ,Retailing
656, Asia , Taiwan                                                        ,
657, Asia , Tajikistan                                                    ,
610, Africa , Tanzania                                                    ,
117, Finance , Tax                                                        ,
89, Education , Teaching                                                 , Education
318, Telecommunications Technology , Technology ,Telecommunications
319, Telecommunications Technology , Telecommunications, Mobile
320, Telecommunications Technology , Teleconferencing                     ,Telecommunications
328, The Arts , Television                                                ,The Arts
786, Home Audio Visual Equipment , Televisions                            ,
542, Sport , Tennis                                                       , Sport
195, Manufacturing , Textiles                                             , Manufacturing
658, Asia , Thailand                                                      ,,
339, Tourism & Travel , The Americas                                      ,Travel,
558, Travel , The Americas                                                ,Travel,
802, The Arts , The Arts ,The Arts,
443, Home Computing ,Internet                                        ,Computing,
329, The Arts, Theatre                                                    ,The Arts,
856, Fashion & Beauty , Therapy,Fashion,Beauty
196, Manufacturing , Timber, Manufacturing ,Wood
611, Africa , Togo                                                        ,,
735, Oceania , Tokelau                                                    ,,
736, Oceania , Tonga                                                      ,,
52, Construction , Town Planning                                         ,,
290, Science , Toxicology                                                 , Science ,
264, Retailing & Wholesaling , Toys                                       ,Retailing,
425, Hobbies , Toys Collecting,,
157, Law , Trade Marks                                           , Law , Patents
344, Transport & Freight , Transport,Freight
337, Tourism & Travel , Travel,
554, Travel , Travel,
265, Retailing & Wholesaling , Travel                                     ,Retailing
478, Outdoor Pursuits , Treasure                       ,Hunting
881, Sport , Triathlon                                                    , Sport
612, Africa , Tunisia                                                     ,
53, Construction , Tunnelling                                            , Construction
710, Europe , Turkey                                                      ,
832, Culture , Turkish                                                   ,
659, Asia , Turkmenistan                                                  ,
737, Oceania , Tuvalu                                                     ,
815, Design , Typography                                                 ,
613, Africa , Uganda                                                      ,
711, Europe , Ukraine                                                     ,
660, Asia , United Arab Emirates                                          ,
712, Europe , United Kingdom,
559, Travel , United Kingdom,Travel
762, The Americas , United States of America                              ,
391, Education , Universities                                             , Education
380, Culture , Urban Music,
869, Medicine , Urology                                                   , Medicine
763, The Americas , Uruguay                                               ,
661, Asia , Uzbekistan                                                    ,
738, Oceania , Vanuatu                                                    ,
713, Europe , Vatican City                                                ,
406, Food & Drink , Vegetarianism                                         ,
266, Retailing & Wholesaling , Vending                                    ,Retailing
764, The Americas , Venezuela                                             ,
859, Finance , Venture Capital                                            ,
349, Veterinary , Veterinary ,
662, Asia , Vietnam                                                       ,
431, Hobbies , Vintage Vehicles                                ,Classic Vehicles,,
782, Europe , Wales                                                       ,,,
739, Oceania , Wallis and Futuna                                          ,,,
315, Supply Chain Management , Warehousing ,Storage,Suppy Chain,
864, Manufacturing , Watches, Manufacturing ,Jewellery,Gifts
351, Water & Waste Management , Water,Waste,Management,
543, Sport , Waterskiing                                                  , Sport ,,
561, Weddings , Weddings ,,,
814, Culture , Welsh                                                      ,,,
614, Africa , Western Sahara                                              ,,,
36, Computing , Windows Platform                                         , Computing ,,
544, Sport , Windsurfing                                                  , Sport ,,
407, Food & Drink , Wine,Beer,,
861, Hobbies , Woodworking                                                ,,,
358, Crafts , Woodworking                                                 ,,,
305, Social Sciences , World Studies                                      ,,,
545, Sport , Wrestling                                                    , Sport ,
839, Home Computing , X-Box,Computing,Gaming
479, Outdoor Pursuits , Yachting,Boating                                ,
663, Asia , Yemen                                                         ,,
775, Culture , Youth,,
615, Africa , Zambia                                                      ,,
616, Africa , Zimbabwe                                                    ,,
291, Science , Zoology                                                    , Science ,
362, Ballet,Dance                                                    , ,
